SL,ID,Year, Market Capitalization ,Market Cap Growth,de,df,roe,roa,roic,ta,cc,ffr,lf,ni,nig,tag,cg,ffrg,lfg
7,ASRV,2016,69942846,0.15825,0.824,15.083,0.023,0.002,0.003,15.31066667,7.312790128,0.54,-0.519441513,2310000,-0.614807404,-0.00585918,0.057874364,0.299354839,1.23973597
7,ASRV,2017,75836370,0.08426,1.217,24.024,0.034,0.003,0.007,15.30762918,7.380595195,1.301612903,-0.087970518,3293000,0.425541126,-0.00303749,0.067805067,0.761612903,0.431470995
7,ASRV,2018,71519165,-0.05693,1.104,18.523,0.08,0.007,0.008,15.22248143,7.442429598,2.274193548,0.013209468,7768000,1.358943213,-0.08514775,0.061834403,0.972580645,0.101179986
7,ASRV,2019,71982254,0.00648,1.02,48.61,0.06,0.005,0.006,15.23038205,7.49234782,1.550967742,0.028774438,6028000,-0.223995881,0.00790062,0.049918222,-0.723225806,0.01556497
7,ASRV,2020,53393556,-0.25824,1.093,-42.283,0.045,0.004,0.004,15.80598574,7.635558153,0.09,-7.56021125,4598000,-0.237226277,0.57560369,0.143210333,-1.460967742,-7.588985688
7,ASRV,2021,65934590,0.23488,0.625,8.374,0.063,0.005,0.006,15.98157802,7.70700411,0.079677419,8.358280893,7072000,0.538060026,0.17559228,0.071445957,-0.010322581,15.91849214
8,ATLO,2003,182500337,0.24761,0.17,1.286,0.11,0.016,0.024,13.54082315,6.57394717,0.984193548,-3.020719642,11624685,0.02509,0.04579269,0.057056113,-0.254193549,1.032640453
8,ATLO,2004,252533813,0.38374,0.578,5.428,0.114,0.015,0.021,13.60352033,6.62459019,2.156129032,-1.955696159,12389546,0.0658,0.06269718,0.05064302,1.171935484,1.065023483
8,ATLO,2005,242169457,-0.04104,0.344,5.941,0.106,0.014,0.018,13.64122175,6.663562361,4.157096774,-0.731401558,11608535,-0.06304,0.03770142,0.038972171,2.000967742,1.224294601
8,ATLO,2006,197925273,-0.1827,0.338,4.496,0.099,0.013,0.017,13.66788806,6.696201494,5.238064516,-0.060309762,10943617,-0.05728,0.02666631,0.032639133,1.080967742,0.671091796
8,ATLO,2007,183876810,-0.07098,0.498,6.22,0.099,0.013,0.016,13.6942349,6.709662508,4.244516129,-0.836372357,11009102,0.00598,0.02634684,0.013461014,-0.993548387,-0.776062595
8,ATLO,2008,250349564,0.36151,0.8,6.645,0.06,0.007,0.008,14.61425006,6.777513783,0.15516129,-11.63450485,6351996,-0.42302,0.92001516,0.067851275,-4.089354839,-10.79813249
8,ATLO,2009,199128836,-0.2046,0.687,6.888,0.083,0.01,0.012,14.61266544,6.829052706,0.118064516,-35.05002555,9005786,0.41779,-0.00158462,0.051538923,-0.037096774,-23.4155207
8,ATLO,2010,204411268,0.02653,0.772,5.69,0.108,0.014,0.018,14.68792957,6.886930133,0.183225806,-28.98190976,12966274,0.43977,0.07526413,0.057877427,0.06516129,6.06811579
8,ATLO,2011,182416514,-0.1076,0.571,3.711,0.106,0.014,0.018,14.87723053,6.972049161,0.071612903,-20.25058505,13920807,0.07362,0.18930096,0.085119028,-0.111612903,8.73132471
8,ATLO,2012,203908995,0.11782,0.426,2.917,0.1,0.012,0.017,14.8806176,7.053322296,0.164516129,-15.30670522,14182308,0.01878,0.00338707,0.081273135,0.092903226,4.94387983
8,ATLO,2013,208471342,0.02237,0.522,3.213,0.099,0.011,0.015,15.19975394,7.115001942,0.08516129,-7.406970197,13953644,-0.01612,0.31913634,0.061679646,-0.079354839,7.899735023
8,ATLO,2014,241525083,0.15855,0.574,4.512,0.1,0.012,0.016,15.31889545,7.190448578,0.122580645,-2.841205758,15251207,0.09299,0.11914151,0.075446636,0.037419355,4.565764439
8,ATLO,2015,226162077,-0.06361,0.532,4.202,0.094,0.011,0.015,15.31652585,7.254915764,0.240645161,-1.759177483,15014651,-0.01551,-0.0023696,0.064467186,0.118064516,1.082028275
8,ATLO,2016,307260129,0.35858,0.52,4.139,0.094,0.012,0.017,15.31066667,7.312790128,0.54,-0.519441513,15734776,0.04796,-0.00585918,0.057874364,0.299354839,1.23973597
8,ATLO,2017,259308927,-0.15606,0.374,3.498,0.08,0.01,0.015,15.30762918,7.380595195,1.301612903,-0.087970518,13697189,-0.1295,-0.00303749,0.067805067,0.761612903,0.431470995
8,ATLO,2018,236683408,-0.08725,0.32,2.753,0.101,0.012,0.015,15.22248143,7.442429598,2.274193548,0.013209468,17013878,0.24214,-0.08514775,0.061834403,0.972580645,0.101179986
8,ATLO,2019,258790281,0.0934,0.251,2.424,0.094,0.011,0.014,15.23038205,7.49234782,1.550967742,0.028774438,17194169,0.0106,0.00790062,0.049918222,-0.723225806,0.01556497
8,ATLO,2020,219128383,-0.15326,0.192,1.416,0.094,0.01,0.013,15.80598574,7.635558153,0.09,-7.56021125,18850000,0.0963,0.57560369,0.143210333,-1.460967742,-7.588985688
8,ATLO,2021,222667170,0.01615,0.206,1.495,0.115,0.011,0.016,15.98157802,7.70700411,0.079677419,8.358280893,23913000,0.26859,0.17559228,0.071445957,-0.010322581,15.91849214
9,AUB,2003,232035978,0.12029,0.91822,4.26555,0.146,0.014,0.018,13.54082315,6.57394717,0.984193548,-3.020719642,16664000,0.14885,0.04579269,0.057056113,-0.254193549,1.032640453
9,AUB,2004,334669500,0.44232,1.1244,660.66787,0.12,0.012,0.015,13.60352033,6.62459019,2.156129032,-1.955696159,17925000,0.07567,0.06269718,0.05064302,1.171935484,1.065023483
9,AUB,2005,378332188,0.13047,0.96803,7.04872,0.143,0.014,0.019,13.64122175,6.663562361,4.157096774,-0.731401558,24822000,0.38477,0.03770142,0.038972171,2.000967742,1.224294601
9,AUB,2006,406049519,0.07326,1.06238,16.01572,0.136,0.013,0.017,13.66788806,6.696201494,5.238064516,-0.060309762,25992000,0.04714,0.02666631,0.032639133,1.080967742,0.671091796
9,AUB,2007,283047455,-0.30292,1.94593,166.88071,0.096,0.009,0.011,13.6942349,6.709662508,4.244516129,-0.836372357,19756000,-0.23992,0.02634684,0.013461014,-0.993548387,-0.776062595
9,AUB,2008,335373748,0.18487,1.21839,25.65303,0.063,0.006,0.007,14.61425006,6.777513783,0.15516129,-11.63450485,14514000,-0.26625,0.92001516,0.067851275,-4.089354839,-10.79813249
9,AUB,2009,227173946,-0.32262,1.29768,-70.61362,0.01,0.001,0.003,14.61266544,6.829052706,0.118064516,-35.05002555,8360000,-0.80174,-0.00158462,0.051538923,-0.037096774,-23.4155207
9,AUB,2010,383618048,0.68865,0.71988,7.09184,0.05,0.005,0.008,14.68792957,6.886930133,0.183225806,-28.98190976,22922000,6.30967,0.07526413,0.057877427,0.06516129,6.06811579
9,AUB,2011,346304188,-0.09727,0.66096,4.28392,0.063,0.007,0.01,14.87723053,6.972049161,0.071612903,-20.25058505,30445000,0.32183,0.18930096,0.085119028,-0.111612903,8.73132471
9,AUB,2012,409474736,0.18241,0.75573,-13.45898,0.081,0.009,0.012,14.8806176,7.053322296,0.164516129,-15.30670522,35411000,0.2752,0.00338707,0.081273135,0.092903226,4.94387983
9,AUB,2013,618362157,0.51014,1.05722,3.05397,0.079,0.008,0.011,15.19975394,7.115001942,0.08516129,-7.406970197,34366000,-0.02951,0.31913634,0.061679646,-0.079354839,7.899735023
9,AUB,2014,1094529840,0.77005,0.70298,5.75274,0.053,0.007,0.01,15.31889545,7.190448578,0.122580645,-2.841205758,52164000,0.5179,0.11914151,0.075446636,0.037419355,4.565764439
9,AUB,2015,1133871714,0.03594,0.68334,6.35363,0.068,0.009,0.012,15.31652585,7.254915764,0.240645161,-1.759177483,67079000,0.28593,-0.0023696,0.064467186,0.118064516,1.082028275
9,AUB,2016,1556770676,0.37297,0.98907,11.31479,0.078,0.01,0.012,15.31066667,7.312790128,0.54,-0.519441513,77476000,0.155,-0.00585918,0.057874364,0.299354839,1.23973597
9,AUB,2017,1581789406,0.01607,1.16542,12.06481,0.071,0.008,0.011,15.30762918,7.380595195,1.301612903,-0.087970518,72923000,-0.05877,-0.00303749,0.067805067,0.761612903,0.431470995
9,AUB,2018,1862724763,0.17761,0.91255,8.03925,0.078,0.011,0.013,15.22248143,7.442429598,2.274193548,0.013209468,146248000,1.00551,-0.08514775,0.061834403,0.972580645,0.101179986
9,AUB,2019,3028373254,0.62578,0.60234,8.46109,0.077,0.011,0.013,15.23038205,7.49234782,1.550967742,0.028774438,193528000,0.32329,0.00790062,0.049918222,-0.723225806,0.01556497
9,AUB,2020,2592993813,-0.14377,0.3104,4.15479,0.059,0.008,0.01,15.80598574,7.635558153,0.09,-7.56021125,158228000,-0.21164,0.57560369,0.143210333,-1.460967742,-7.588985688
9,AUB,2021,2821104584,0.08797,0.18693,1.54265,0.093,0.013,0.017,15.98157802,7.70700411,0.079677419,8.358280893,263917000,0.65202,0.17559228,0.071445957,-0.010322581,15.91849214
10,BAC,2003,1.19503E+11,0.14769,3.926,8.27,0.216,0.015,0.02,13.54082315,6.57394717,0.984193548,-3.020719642,10758000000,0.163781913,0.04579269,0.057056113,-0.254193549,1.032640453
10,BAC,2004,1.89801E+11,0.58825,2.948,-67.379,0.163,0.014,0.018,13.60352033,6.62459019,2.156129032,-1.955696159,13931000000,0.294943298,0.06269718,0.05064302,1.171935484,1.065023483
10,BAC,2005,1.85342E+11,-0.02349,4.509,-34.033,0.164,0.013,0.017,13.64122175,6.663562361,4.157096774,-0.731401558,16465000000,0.18189649,0.03770142,0.038972171,2.000967742,1.224294601
10,BAC,2006,2.39758E+11,0.2936,3.732,36.685,0.16,0.015,0.019,13.66788806,6.696201494,5.238064516,-0.060309762,21133000000,0.283510477,0.02666631,0.032639133,1.080967742,0.671091796
10,BAC,2007,1.83125E+11,-0.23621,4.155,68.597,0.106,0.009,0.011,13.6942349,6.709662508,4.244516129,-0.836372357,14982000000,-0.291061373,0.02634684,0.013461014,-0.993548387,-0.776062595
10,BAC,2008,70647516840,-0.61421,3.575,326.935,0.016,0.001,0.002,14.61425006,6.777513783,0.15516129,-11.63450485,4008000000,-0.732478975,0.92001516,0.067851275,-4.089354839,-10.79813249
10,BAC,2009,1.3028E+11,0.84409,3.298,5.987,-0.009,-0.001,0.002,14.61266544,6.829052706,0.118064516,-35.05002555,6276000000,0.565868263,-0.00158462,0.051538923,-0.037096774,-23.4155207
10,BAC,2010,1.34536E+11,0.03266,3.302,9.242,-0.016,-0.002,0,14.68792957,6.886930133,0.183225806,-28.98190976,-2238000000,-1.356596558,0.07526413,0.057877427,0.06516129,6.06811579
10,BAC,2011,56355447286,-0.58111,2.707,9.864,0,0,0,14.87723053,6.972049161,0.071612903,-20.25058505,1446000000,-1.646112601,0.18930096,0.085119028,-0.111612903,8.73132471
10,BAC,2012,1.25133E+11,1.22043,2.53,-37.354,0.012,0.001,0.001,14.8806176,7.053322296,0.164516129,-15.30670522,4188000000,1.89626556,0.00338707,0.081273135,0.092903226,4.94387983
10,BAC,2013,1.66072E+11,0.32716,2.122,5.32,0.043,0.005,0.007,15.19975394,7.115001942,0.08516129,-7.406970197,11431000000,1.729465138,0.31913634,0.061679646,-0.079354839,7.899735023
10,BAC,2014,1.88139E+11,0.13288,1.953,15.444,0.019,0.002,0.004,15.31889545,7.190448578,0.122580645,-2.841205758,5520000000,-0.517102616,0.11914151,0.075446636,0.037419355,4.565764439
10,BAC,2015,1.75242E+11,-0.06855,1.714,15.465,0.057,0.007,0.01,15.31652585,7.254915764,0.240645161,-1.759177483,15910000000,1.882246377,-0.0023696,0.064467186,0.118064516,1.082028275
10,BAC,2016,2.23322E+11,0.27436,1.544,23.792,0.061,0.007,0.012,15.31066667,7.312790128,0.54,-0.519441513,17822000000,0.12017599,-0.00585918,0.057874364,0.299354839,1.23973597
10,BAC,2017,3.07912E+11,0.37878,1.636,44.296,0.062,0.007,0.013,15.30762918,7.380595195,1.301612903,-0.087970518,18232000000,0.023005274,-0.00303749,0.067805067,0.761612903,0.431470995
10,BAC,2018,2.41822E+11,-0.21464,1.645,11.047,0.101,0.011,0.015,15.22248143,7.442429598,2.274193548,0.013209468,28147000000,0.543824046,-0.08514775,0.061834403,0.972580645,0.101179986
10,BAC,2019,3.16808E+11,0.31009,1.624,6.963,0.097,0.011,0.014,15.23038205,7.49234782,1.550967742,0.028774438,27430000000,-0.025473407,0.00790062,0.049918222,-0.723225806,0.01556497
10,BAC,2020,2.62205E+11,-0.17235,1.658,11.912,0.061,0.006,0.008,15.80598574,7.635558153,0.09,-7.56021125,17894000000,-0.34764856,0.57560369,0.143210333,-1.460967742,-7.588985688
10,BAC,2021,3.6411E+11,0.38864,1.837,-68.984,0.112,0.01,0.012,15.98157802,7.70700411,0.079677419,8.358280893,31978000000,0.787079468,0.17559228,0.071445957,-0.010322581,15.91849214
11,JPM,2003,74939150892,0.56396,4.14822,13.41205,0.149,0.009,0.01,13.54082315,6.57394717,0.984193548,-3.020719642,6668000000,3.13648,0.04579269,0.057056113,-0.254193549,1.032640453
11,JPM,2004,1.39E+11,0.85446,2.41497,-16.84485,0.058,0.005,0.005,13.60352033,6.62459019,2.156129032,-1.955696159,4414000000,-0.33803,0.06269718,0.05064302,1.171935484,1.065023483
11,JPM,2005,1.39E+11,-0.00068,2.51983,-8.93481,0.08,0.007,0.009,13.64122175,6.663562361,4.157096774,-0.731401558,8470000000,0.91889,0.03770142,0.038972171,2.000967742,1.224294601
11,JPM,2006,1.68E+11,0.20646,2.97698,-6.95264,0.129,0.011,0.013,13.66788806,6.696201494,5.238064516,-0.060309762,14440000000,0.70484,0.02666631,0.032639133,1.080967742,0.671091796
11,JPM,2007,1.47E+11,-0.12491,3.50459,-3.90592,0.124,0.01,0.012,13.6942349,6.709662508,4.244516129,-0.836372357,14927000000,0.03373,0.02634684,0.013461014,-0.993548387,-0.776062595
11,JPM,2008,1.18E+11,-0.19738,3.79589,26.47196,0.033,0.002,0.002,14.61425006,6.777513783,0.15516129,-11.63450485,4742000000,-0.68232,0.92001516,0.067851275,-4.089354839,-10.79813249
11,JPM,2009,1.64E+11,0.39368,3.78112,5.09186,0.054,0.004,0.005,14.61266544,6.829052706,0.118064516,-35.05002555,8774000000,0.85027,-0.00158462,0.051538923,-0.037096774,-23.4155207
11,JPM,2010,1.66E+11,0.01108,3.50349,-164.44163,0.092,0.007,0.009,14.68792957,6.886930133,0.183225806,-28.98190976,15764000000,0.79667,0.07526413,0.057877427,0.06516129,6.06811579
11,JPM,2011,1.26E+11,-0.23811,2.96256,5.66908,0.096,0.008,0.01,14.87723053,6.972049161,0.071612903,-20.25058505,17568000000,0.11444,0.18930096,0.085119028,-0.111612903,8.73132471
11,JPM,2012,1.67E+11,0.32295,2.79871,22.77324,0.101,0.009,0.01,14.8806176,7.053322296,0.164516129,-15.30670522,19877000000,0.13143,0.00338707,0.081273135,0.092903226,4.94387983
11,JPM,2013,2.20E+11,0.31526,2.53291,4.95488,0.079,0.007,0.01,15.19975394,7.115001942,0.08516129,-7.406970197,16557000000,-0.16703,0.31913634,0.061679646,-0.079354839,7.899735023
11,JPM,2014,2.34E+11,0.06413,2.43841,15.44137,0.088,0.008,0.011,15.31889545,7.190448578,0.122580645,-2.841205758,20077000000,0.2126,0.11914151,0.075446636,0.037419355,4.565764439
11,JPM,2015,2.43E+11,0.03902,1.93073,6.50636,0.093,0.009,0.012,15.31652585,7.254915764,0.240645161,-1.759177483,22651000000,0.12821,-0.0023696,0.064467186,0.118064516,1.082028275
11,JPM,2016,3.09E+11,0.27031,1.94875,22.63544,0.09,0.009,0.013,15.31066667,7.312790128,0.54,-0.519441513,22834000000,0.00808,-0.00585918,0.057874364,0.299354839,1.23973597
11,JPM,2017,3.71E+11,0.20172,1.93513,-45.70038,0.088,0.009,0.013,15.30762918,7.380595195,1.301612903,-0.087970518,22567000000,-0.01169,-0.00303749,0.067805067,0.761612903,0.431470995
11,JPM,2018,3.25E+11,-0.12512,2.0803,34.17619,0.119,0.012,0.014,15.22248143,7.442429598,2.274193548,0.013209468,30709000000,0.36079,-0.08514775,0.061834403,0.972580645,0.101179986
11,JPM,2019,4.37E+11,0.34686,1.97487,126.12243,0.132,0.013,0.015,15.23038205,7.49234782,1.550967742,0.028774438,34642000000,0.12807,0.00790062,0.049918222,-0.723225806,0.01556497
11,JPM,2020,3.87E+11,-0.11411,1.94056,-6.78391,0.102,0.008,0.01,15.80598574,7.635558153,0.09,-7.56021125,27410000000,-0.20876,0.57560369,0.143210333,-1.460967742,-7.588985688
11,JPM,2021,4.68E+11,0.20817,1.86633,7.03011,0.162,0.013,0.016,15.98157802,7.70700411,0.079677419,8.358280893,46503000000,0.69657,0.17559228,0.071445957,-0.010322581,15.91849214
12,BANC,2003,117032688,0.31608,1.739,25.858,0.047,0.007,0.01,13.54082315,6.57394717,0.984193548,-3.020719642,4101000,0.56,0.04579269,0.057056113,-0.254193549,1.032640453
12,BANC,2004,127038015,0.08549,1.707,15.562,0.064,0.008,0.011,13.60352033,6.62459019,2.156129032,-1.955696159,5075000,0.24,0.06269718,0.05064302,1.171935484,1.065023483
12,BANC,2005,120254595,-0.0534,2.111,29.871,0.061,0.007,0.008,13.64122175,6.663562361,4.157096774,-0.731401558,4807000,-0.05,0.03770142,0.038972171,2.000967742,1.224294601
12,BANC,2006,122193923,0.01613,1.85,42.58,0.059,0.006,0.008,13.66788806,6.696201494,5.238064516,-0.060309762,4714000,-0.02,0.02666631,0.032639133,1.080967742,0.671091796
12,BANC,2007,80191341,-0.34374,1.329,34.475,0.035,0.004,0.004,13.6942349,6.709662508,4.244516129,-0.836372357,2961000,-0.37,0.02634684,0.013461014,-0.993548387,-0.776062595
12,BANC,2008,41536630,-0.48203,1.773,25.739,-0.007,-0.001,-0.002,14.61425006,6.777513783,0.15516129,-11.63450485,-529000,-1.18,0.92001516,0.067851275,-4.089354839,-10.79813249
12,BANC,2009,22727522,-0.45283,1.385,20.149,-0.021,-0.002,-0.003,14.61266544,6.829052706,0.118064516,-35.05002555,-999000,0.89,-0.00158462,0.051538923,-0.037096774,-23.4155207
12,BANC,2010,56316341,1.47789,0.551,3.599,0.017,0.002,0.004,14.68792957,6.886930133,0.183225806,-28.98190976,2825000,-3.83,0.07526413,0.057877427,0.06516129,6.06811579
12,BANC,2011,120167648,1.1338,0.108,2.287,-0.019,-0.004,-0.003,14.87723053,6.972049161,0.071612903,-20.25058505,-2728000,-1.97,0.18930096,0.085119028,-0.111612903,8.73132471
12,BANC,2012,144601202,0.20333,0.831,-4.153,0.025,0.003,0.004,14.8806176,7.053322296,0.164516129,-15.30670522,5996000,-3.2,0.00338707,0.081273135,0.092903226,4.94387983
12,BANC,2013,249512669,0.72552,1.023,-0.678,-0.008,-0.001,0.003,15.19975394,7.115001942,0.08516129,-7.406970197,-84000,-1.01,0.31913634,0.061679646,-0.079354839,7.899735023
12,BANC,2014,328449483,0.31636,1.444,-1.137,0.062,0.006,0.005,15.31889545,7.190448578,0.122580645,-2.841205758,30205000,-360.58,0.11914151,0.075446636,0.037419355,4.565764439
12,BANC,2015,552775065,0.68298,1.827,-15.764,0.086,0.007,0.014,15.31652585,7.254915764,0.240645161,-1.759177483,62072000,1.06,-0.0023696,0.064467186,0.118064516,1.082028275
12,BANC,2016,862729513,0.56072,0.748,-27.628,0.102,0.009,0.013,15.31066667,7.312790128,0.54,-0.519441513,115416000,0.86,-0.00585918,0.057874364,0.299354839,1.23973597
12,BANC,2017,1043583929,0.20963,1.845,3.394,0.036,0.003,0.003,15.30762918,7.380595195,1.301612903,-0.087970518,57709000,-0.5,-0.00303749,0.067805067,0.761612903,0.431470995
12,BANC,2018,674186918,-0.35397,1.791,14.325,0.024,0.002,0.004,15.22248143,7.442429598,2.274193548,0.013209468,45472000,-0.21,-0.08514775,0.061834403,0.972580645,0.101179986
12,BANC,2019,874187189,0.29665,1.534,19.951,0.003,0,0.003,15.23038205,7.49234782,1.550967742,0.028774438,23759000,-0.48,0.00790062,0.049918222,-0.723225806,0.01556497
12,BANC,2020,739034695,-0.1546,0.91,11.706,-0.001,0,0.002,15.80598574,7.635558153,0.09,-7.56021125,12574000,-0.47,0.57560369,0.143210333,-1.460967742,-7.588985688
12,BANC,2021,1229337364,0.66344,0.766,7.639,0.057,0.006,0.009,15.98157802,7.70700411,0.079677419,8.358280893,62346000,3.96,0.17559228,0.071445957,-0.010322581,15.91849214
13,BANF,2003,451529983,0.18385,0.206,1.462,0.128,0.011,0.019,13.54082315,6.57394717,0.984193548,-3.020719642,31882000,-0.05006,0.04579269,0.057056113,-0.254193549,1.032640453
13,BANF,2004,618689514,0.37021,0.315,2.983,0.139,0.012,0.021,13.60352033,6.62459019,2.156129032,-1.955696159,37176000,0.16605,0.06269718,0.05064302,1.171935484,1.065023483
13,BANF,2005,617445040,-0.00201,0.308,2.315,0.147,0.014,0.022,13.64122175,6.663562361,4.157096774,-0.731401558,42835000,0.15222,0.03770142,0.038972171,2.000967742,1.224294601
13,BANF,2006,850374234,0.37725,0.219,3.528,0.15,0.015,0.025,13.66788806,6.696201494,5.238064516,-0.060309762,49352000,0.15214,0.02666631,0.032639133,1.080967742,0.671091796
13,BANF,2007,652009157,-0.23327,0.155,1.2,0.146,0.015,0.027,13.6942349,6.709662508,4.244516129,-0.836372357,53093000,0.0758,0.02634684,0.013461014,-0.993548387,-0.776062595
13,BANF,2008,807553432,0.23856,0.096,0.842,0.112,0.012,0.02,14.61425006,6.777513783,0.15516129,-11.63450485,44358000,-0.16452,0.92001516,0.067851275,-4.089354839,-10.79813249
13,BANF,2009,566819083,-0.2981,0.062,-5.07,0.077,0.008,0.014,14.61266544,6.829052706,0.118064516,-35.05002555,32609000,-0.26487,-0.00158462,0.051538923,-0.037096774,-23.4155207
13,BANF,2010,632623700,0.11609,0.153,0.57,0.094,0.009,0.018,14.68792957,6.886930133,0.183225806,-28.98190976,42309000,0.29746,0.07526413,0.057877427,0.06516129,6.06811579
13,BANF,2011,568006778,-0.10214,0.13,1.365,0.096,0.008,0.019,14.87723053,6.972049161,0.071612903,-20.25058505,45621000,0.07828,0.18930096,0.085119028,-0.111612903,8.73132471
13,BANF,2012,644922867,0.13541,0.078,0.865,0.103,0.009,0.02,14.8806176,7.053322296,0.164516129,-15.30670522,51900000,0.13763,0.00338707,0.081273135,0.092903226,4.94387983
13,BANF,2013,857907034,0.33025,0.069,0.597,0.1,0.009,0.02,15.19975394,7.115001942,0.08516129,-7.406970197,54317000,0.04657,0.31913634,0.061679646,-0.079354839,7.899735023
13,BANF,2014,981692151,0.14429,0.051,0.471,0.109,0.01,0.02,15.31889545,7.190448578,0.122580645,-2.841205758,63887000,0.17619,0.11914151,0.075446636,0.037419355,4.565764439
13,BANF,2015,914312554,-0.06864,0.05,0.485,0.103,0.01,0.021,15.31652585,7.254915764,0.240645161,-1.759177483,66170000,0.03573,-0.0023696,0.064467186,0.118064516,1.082028275
13,BANF,2016,1461665038,0.59865,0.046,0.407,0.103,0.01,0.021,15.31066667,7.312790128,0.54,-0.519441513,70674000,0.06807,-0.00585918,0.057874364,0.299354839,1.23973597
13,BANF,2017,1630153722,0.11527,0.042,0.358,0.115,0.012,0.026,15.30762918,7.380595195,1.301612903,-0.087970518,86439000,0.22307,-0.00303749,0.067805067,0.761612903,0.431470995
13,BANF,2018,1634409131,0.00261,0.032,0.323,0.144,0.017,0.027,15.22248143,7.442429598,2.274193548,0.013209468,125814000,0.45552,-0.08514775,0.061834403,0.972580645,0.101179986
13,BANF,2019,2039681774,0.24796,0.028,0.212,0.139,0.017,0.027,15.23038205,7.49234782,1.550967742,0.028774438,134879000,0.07205,0.00790062,0.049918222,-0.723225806,0.01556497
13,BANF,2020,1918449190,-0.05944,0.026,0.317,0.096,0.011,0.017,15.80598574,7.635558153,0.09,-7.56021125,99586000,-0.26166,0.57560369,0.143210333,-1.460967742,-7.588985688
13,BANF,2021,2298295632,0.198,0.073,0.529,0.148,0.016,0.029,15.98157802,7.70700411,0.079677419,8.358280893,167630000,0.68327,0.17559228,0.071445957,-0.010322581,15.91849214
14,BANR,2003,287256233,0.34939,3.643,26.106,0.082,0.006,0.008,13.54082315,6.57394717,0.984193548,-3.020719642,16107000,0.739416847,0.04579269,0.057056113,-0.254193549,1.032640453
14,BANR,2004,363497336,0.26541,3.363,48.173,0.092,0.007,0.008,13.60352033,6.62459019,2.156129032,-1.955696159,19340000,0.200720184,0.06269718,0.05064302,1.171935484,1.065023483
14,BANR,2005,374919761,0.03142,2.074,125.121,0.055,0.004,0.005,13.64122175,6.663562361,4.157096774,-0.731401558,11980000,-0.380558428,0.03770142,0.038972171,2.000967742,1.224294601
14,BANR,2006,545369319,0.45463,1.613,13.337,0.133,0.009,0.013,13.66788806,6.696201494,5.238064516,-0.060309762,31544000,1.633055092,0.02666631,0.032639133,1.080967742,0.671091796
14,BANR,2007,465600046,-0.14627,0.85,5.852,0.096,0.009,0.013,13.6942349,6.709662508,4.244516129,-0.836372357,36923000,0.170523713,0.02634684,0.013461014,-0.993548387,-0.776062595
14,BANR,2008,160124343,-0.65609,0.735,-24.333,-0.316,-0.028,-0.028,14.61425006,6.777513783,0.15516129,-11.63450485,-127993000,-4.466484305,0.92001516,0.067851275,-4.089354839,-10.79813249
14,BANR,2009,54969568,-0.65671,1.023,6.254,-0.106,-0.009,-0.013,14.61266544,6.829052706,0.118064516,-35.05002555,-35764000,-0.720578469,-0.00158462,0.051538923,-0.037096774,-23.4155207
14,BANR,2010,259979970,3.72953,0.524,2.383,-0.14,-0.015,-0.01,14.68792957,6.886930133,0.183225806,-28.98190976,-61896000,0.730678895,0.07526413,0.057877427,0.06516129,6.06811579
